Name,Website,Rating,Email,Phone Number,International Phone Number,Address,Latitude,Longitude,Administrative Area Level 1,Administrative Area Level 3,Route,Country,Google URL,Facebook Link,Youtube Link,Linkedin Link,Instagram Link,Twitter Link,Admission Link,About Us,Accreditation,Activities,Mission & Vision,Facilities,Fees,IGCSE,IB,BAC,AMERICAN,ABITUR,Supply List
مدرسة فاطمة الزهراء الخاصة Fatima Elzahraa Private School,http://fatima-elzahraa-school.com/,4.6,['info@fatima-elzahraa-school.com'],03 3225702,+20 3 3225702,"18 Qism El-Montaza, Al Sheikh Mohammed Fakher Al Din, Al Mandarah Qebli, Qism El-Montaza, Alexandria Governorate 21539, Egypt",31.272489,30.01003300000001,Qism El-Montaza,Al Mandarah Qebli,Al Sheikh Mohammed Fakher Al Din,Alexandria Governorate,https://maps.google.com/?cid=13930170530528273298,https://www.facebook.com/Fatima_elzahraa_school-314567965337694/,https://www.youtube.com/channel/UChV0zDz_zYxAUqBTIRBAqfA,http://www.linkedin.com/shareArticle?mini=true&url=http%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DOALEmTqNlik&title=01+%D9%84%D8%BA%D8%A9+%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9+-%D9%85%D9%81%D8%AA%D8%A7%D8%AD+%D8%A7%D9%84%D9%86%D8%AC%D8%A7%D8%AD+%23%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3_%D8%A7%D9%84%D8%A7%D8%A8%D8%AA%D8%AF%D8%A7%D8%A6%D9%8A-%23%D9%82%D9%86%D8%A7%D8%A9_%D8%AD%D8%B1%D8%A7%D8%A1_%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9,,https://twitter.com/share?url=http%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DOALEmTqNlik&text=01+%D9%84%D8%BA%D8%A9+%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9+-%D9%85%D9%81%D8%AA%D8%A7%D8%AD+%D8%A7%D9%84%D9%86%D8%AC%D8%A7%D8%AD+%23%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3_%D8%A7%D9%84%D8%A7%D8%A8%D8%AA%D8%AF%D8%A7%D8%A6%D9%8A-%23%D9%82%D9%86%D8%A7%D8%A9_%D8%AD%D8%B1%D8%A7%D8%A1_%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9,[''],,,,,,"مدرسة فاطمة الزهراء الخاصة
	
	http://fatima-elzahraa-school.com
	وفوق كل ذي علم عليم
	Mon, 30 Apr 2018 11:05:41 +0000
	ar
	hourly
	1
	https://wordpress.org/?v=4.9.1
	
		مراجعة ليلة الإمتحان
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-68/
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-68/#respond
		Mon, 30 Apr 2018 11:05:41 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=9119
		 […]]]&gt;
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-68/feed/
		0
		
		
		مراجعة ليلة الإمتحان
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-67/
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-67/#respond
		Sun, 29 Apr 2018 10:19:59 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=9114
		 […]]]&gt;
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-67/feed/
		0
		
		
		مراجعة ليلة الإمتحان
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-66/
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-66/#respond
		Thu, 26 Apr 2018 10:03:53 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=9104
		 […]]]&gt;
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-66/feed/
		0
		
		
		مراجعة ليلة الإمتحان
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-65/
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-65/#respond
		Tue, 24 Apr 2018 09:02:32 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=9094
		 […]]]&gt;
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-65/feed/
		0
		
		
		مراجعة ليلة الإمتحان
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-64/
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-64/#respond
		Mon, 23 Apr 2018 07:32:24 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=9089
		 […]]]&gt;
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-64/feed/
		0
		
		
		لقطات متنوعة من الحفل الختامى للعام الدراسى 2018/2017
		http://fatima-elzahraa-school.com/%d9%84%d9%82%d8%b7%d8%a7%d8%aa-%d9%85%d8%aa%d9%86%d9%88%d8%b9%d8%a9-%d9%85%d9%86-%d8%a7%d9%84%d8%ad%d9%81%d9%84-%d8%a7%d9%84%d8%ae%d8%aa%d8%a7%d9%85%d9%89-%d9%84%d9%84%d8%b9%d8%a7%d9%85-%d8%a7%d9%84/
		Mon, 16 Apr 2018 10:16:59 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=9042
		
		
		
		مراجعة ليلة الإمتحان
		http://fatima-elzahraa-school.com/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d9%84%d9%8a%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d9%85%d8%aa%d8%ad%d8%a7%d9%86-63/
		Sun, 15 Apr 2018 11:10:46 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=9038
		 […]]]&gt;
		
		
		التطبيق الثامن
		http://fatima-elzahraa-school.com/%d8%a7%d9%84%d8%aa%d8%b7%d8%a8%d9%8a%d9%82-%d8%a7%d9%84%d8%ab%d8%a7%d9%85%d9%86-3/
		Thu, 05 Apr 2018 11:48:52 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=9028
		
		
		
		التطبيق السابع
		http://fatima-elzahraa-school.com/%d8%a7%d9%84%d8%aa%d8%b7%d8%a8%d9%8a%d9%82-%d8%a7%d9%84%d8%b3%d8%a7%d8%a8%d8%b9-2/
		Thu, 29 Mar 2018 12:29:47 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=8985
		
		
		
		التطبيق السادس
		http://fatima-elzahraa-school.com/%d8%a7%d9%84%d8%aa%d8%b7%d8%a8%d9%8a%d9%82-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-3/
		Thu, 22 Mar 2018 11:39:10 +0000
		
				
		
		

		http://fatima-elzahraa-school.com/?p=8940",1,0,0,1,0,
Kom El Shokafa Primary Mixed School,,5,[],03 3619637,+20 3 3619637,"17 El-Nasereya, Al Karah WA at Toubageyah WA Kafr Al Ghates, Qesm Karmouz, Alexandria Governorate, Egypt",31.1793923,29.8938441,,,17,,https://maps.google.com/?cid=12428848162075958659,,,,,,[''],,,,,,,1,0,0,1,0,
الاهرام الخاصة,http://www.alahramprivateschools.com/,3.8,[],03 3305995,+20 3 3305995,"Al Mansheyah Al Bahreyah, El-Mansheya El-Bahareya, Qesm Al Montazah, Alexandria Governorate, Egypt",31.240098,30.01197999999999,Alexandria Governorate,El-Mansheya El-Bahareya,Qesm Al Montazah,Egypt,https://maps.google.com/?cid=12795245432777344616,https://www.facebook.com/Al-Ahram-Private-Schools-597238417034025/,,,,,[''],,,,,,,0,0,0,1,0,
Helalia Language School,,0,[],0,0,"Qetaa an Nahdah, Qesm Al Amereyah, Alexandria Governorate, Egypt",31.1923128,29.9245577,,,Qetaa an Nahdah,,https://maps.google.com/?cid=11142013297680757919,,,,,,[''],,,,,,,0,0,0,1,0,
El Sayed Mohamed Korayem National Schools,,4.2,[],0100 648 3487,+20 100 648 3487,"Tout Ankh Amoun, Izbat Saed, Qism Sidi Gabir, Alexandria Governorate, Egypt",31.2127402,29.9374345,Qism Sidi Gabir,Izbat Saed,Tout Ankh Amoun,Alexandria Governorate,https://maps.google.com/?cid=4397665299217945848,,,,,,[''],,,,,,,0,0,0,1,0,
El Naser Salah El Din Schools,,1,[],0,0,"Izbat Saed, Qesm Sidi Gaber, Alexandria Governorate, Egypt",31.20105749999999,29.9358521,,,Izbat Saed,,https://maps.google.com/?cid=11646809950229074229,,,,,,[''],,,,,,,0,0,0,1,0,
Saint Gabriel School,,4.5,[],03 5919283,+20 3 5919283,"Al Ibrahimeyah Bahri WA Sidi Gaber, Qesm Bab Sharqi, Alexandria Governorate, Egypt",31.2189639,29.9280193,,,Al Ibrahimeyah Bahri WA Sidi Gaber,,https://maps.google.com/?cid=5682780031557154477,,,,,,[''],,,,,,,0,0,0,1,0,
El Nasr Boys' School,http://www.moe.gov.eg/,4.5,[],03 5909162,+20 3 5909162,134 طريق الحرية، الشاطبى، قسم باب شرقي، الإسكندرية، Egypt,31.203975,29.920535,,,134,,https://maps.google.com/?cid=153948045575312407,,https://www.youtube.com/watch?v=YKquHSJhTHs,,,,[''],,,,,,,0,0,0,1,0,
Semouha English School - SES,,3.1,[],03 4251010,+20 3 4251010,.، سموحة، قسم سيدى جابر، الإسكندرية، Egypt,31.2066549,29.93438,قسم سيدى جابر,سموحة,.,الإسكندرية,https://maps.google.com/?cid=11125931969776075251,,,,,,[''],,,,,,,0,0,0,1,0,
Bakous Primary School,,3,[],03 5741506,+20 3 5741506,"11 El-Amir Gameel, Al Aqesa WA Baqos, Qism El-Raml, Alexandria Governorate, Egypt",31.2383983,29.9670025,,,11,,https://maps.google.com/?cid=3187727092257578607,,,,,,[''],,,,,,,0,0,0,1,0,
el sadat Secondary school (مدرسه السادات الثانويه العسكريه بنين),http://alsadatalthanawia.ahlamoontada.com/f27-montada,4.3,[],0101 249 0276,+20 101 249 0276,"Ibn Toloon, Bab Sedra Al Barani Bahri, Qesm Karmouz, Alexandria Governorate, Egypt",31.1874613,29.89624580000001,Qesm Karmouz,Bab Sedra Al Barani Bahri,Ibn Toloon,Alexandria Governorate,https://maps.google.com/?cid=12270278948682512329,,,,,,[''],,,,,,,0,0,0,1,0,
El Bab El Akhdar Primary School,,2.3,[],0,0,"Al Aqesa WA Baqos, Qesm AR Ramel, Alexandria Governorate, Egypt",31.24026769999999,29.9697748,,,Al Aqesa WA Baqos,,https://maps.google.com/?cid=13405475985968393284,,,,,,[''],,,,,,,0,0,0,1,0,
Taher your Preparatory School For Boys,,2.3,[],0,0,"Al Max, Al Metras, Qism Mina El-Basal, Alexandria Governorate, Egypt",31.1634594,29.8633718,Qism Mina El-Basal,Al Metras,Al Max,Alexandria Governorate,https://maps.google.com/?cid=1761707756808385148,,,,,,[''],,,,,,,0,0,0,1,0,
Mahmoud Dawood School,,3,[],03 5567293,+20 3 5567293,"Sidi Beshr Qebli, Qesm Al Montazah, Alexandria Governorate, Egypt",31.25892300000001,29.984476,,,Sidi Beshr Qebli,,https://maps.google.com/?cid=13308853955024593690,,,,,,[''],,,,,,,0,0,0,1,0,
School martyr Majid Shaker official languages,,1.2,[],0,0,"102 El-Rawda, Ezbet Saad, Qism Sidi Gabir, Alexandria Governorate, Egypt",31.2090906,29.9543329,,,102,,https://maps.google.com/?cid=10674693011332367569,,,,,,[''],,,,,,,0,0,0,1,0,
Secondary School Wardian Banin,,3.8,[],0,0,"صينية الورديان، Al Aman, Al Metras, Qism Mina El-Basal, Alexandria Governorate, Egypt",31.1616152,29.86684859999999,Qism Mina El-Basal,Al Metras,Al Aman,Alexandria Governorate,https://maps.google.com/?cid=580705811877906717,,,,,,[''],,,,,,,0,0,0,1,0,
Sidi Beshr Primary Private School,,3.9,[],03 5299955,+20 3 5299955,592 ش قبلى السكة الحديد، سيدي بشر قبلي، قسم المنتزه، الإسكندرية، Egypt,31.25319,29.992337,,,592,,https://maps.google.com/?cid=4670328665962142666,,,,,,[''],,,,,,,0,0,0,1,0,
Khaled Abou Ismail School,,3.4,[],03 5464617,+20 3 5464617,"Sidi Gaber, Qesm Sidi Gaber, Alexandria Governorate, Egypt",31.2209976,29.9322378,,,Sidi Gaber,,https://maps.google.com/?cid=3768924713157366361,,,,,,[''],,,,,,,0,0,0,1,0,
Tiba Elementary Mixed School,,2.7,[],03 5426752,+20 3 5426752,"Sidi Gaber, Qesm Sidi Gaber, Alexandria Governorate, Egypt",31.221615,29.9341376,,,Sidi Gaber,,https://maps.google.com/?cid=4005004487454021683,,,,,,[''],,,,,,,0,0,0,1,0,
El Raml School,,4.2,[],03 5741770,+20 3 5741770,"Al Qasaei Qebli, Qesm AR Ramel, Alexandria Governorate, Egypt",31.24260889999999,29.97725509999999,,,Al Qasaei Qebli,,https://maps.google.com/?cid=12018785421971382616,,,,,,[''],,,,,,,0,0,0,1,0,
